Text,Boolean Questions
"RT @BNODesk: NEW: Italy will ban unvaccinated people from some public places, including indoor restaurants, gyms, cinemas, museums, and spo…","['Is it illegal to be vaccinated in italy?', 'Is it legal to be unvaccinated in italy?', 'Is it illegal to go to the cinema in italy?']"
,
How big of a threat does the Delta variant pose? New developments show that the challenges we face in controlling Covid are immense. Millions of lives are at stake globally. 1/,"['Is the delta variant the same as covid?', 'Is covid and delta the same thing?', 'Is the delta variant of covid the same as delta?']"
,
"@OldCrabDesign @awalkerinLA @NEJM That's incorrect. Vaccine effectiveness is measured by protection against developing COVID-19, not being infected with SARS-CoV-2. No vaccine provides 100% protection against either infection or disease. In this case, the majority of infections in vaccinated ppl are asymptomatic.","['Is the sars cov vaccine 100% effective?', 'Is the sars vaccine 100% effective?', 'Is there a vaccine for sars cov-19?']"
,
"Delta may well not be the worst variant the virus will deal us. The virus adapts quickly. Unless we adapt too—through vaccination, masking, and distancing globally—the virus will continue to wreak havoc.","['Is delta the worst variant of delta virus?', 'Is delta the worst variant of the delta virus?', 'Is delta the worst type of delta virus?']"
,
2) It all likely started with an asymptomatic index case… “Patient 40 could be the index case-patient; he reported visiting his family the previous week and had an asymptomatic SARS-CoV-2 infection with Ct of 33–35.” 👀—a very low viral load index that triggered the cluster!,"['Is there a cluster of sars-cov-2 infections?', 'Is there a cluster of sars-cov-2 cases?', 'Is there a cluster of patients with sars?']"
,
"11) “That is a sharp shift from just a few weeks ago, when the administration said it thought there was not enough evidence to back boosters yet.","['Is there enough evidence to back boosters?', 'Is there a lot of evidence to back back boosters?', 'Is there a lot of evidence to back boosters?']"
,
RT @thehill: Illinois reporting six times more gamma variant cases than delta: report https://t.co/i35JxVNh33 https://t.co/zOpSycBANt,"['Is there a difference between delta and gamma variant?', 'Is there a difference between delta and gamma variants?', 'Is delta variant the same as gamma variant?']"
,
"13) “Dr. Amanda Cohn, the chief medical officer of CDC immunizations division, told an advisory committee to the agency that officials were “actively looking into ways” to provide certain people access to booster shots “earlier than any potential change in regulatory decisions.”","['Is the booster shot the same as the cdc?', 'Do you get a booster shot in the cdc?', 'Is the booster shot a true or false shot?']"
,
"Ontario: Daily new #COVID19 cases, deaths, resolved with 7 day averages from Feb 1, 2021. #COVID19Ontario     7 day average: 160 (+4)📈  Total active cases: 1407 (+44)📈 https://t.co/qb6BGlbB3I","['Is there a cure for covidiosis in ontario?', 'Is there a cure for covid19 in ontario?', 'Is there a cure for covid19 in ontario?']"
,
@famulare_mike @EricTopol @DLeonhardt @PaulSaxMD @BillHanage @AaronRichterman @RebeccaWurtz @Bob_Wachter I thought that this work by Sheikh et al in Lancet (https://t.co/Z5FYEWqkfl) using PHS Scotland data was well done. They find a 1.85 odds ratio between hospitalization of Delta vs Alpha contingent on symptomatic case . https://t.co/ITumtJyGRx,"['Is it true or false to be hospitalized for delta vs alpha?', 'Is there a difference between delta and alpha?', 'Is there a difference between delta and alpha in scotland?']"
,
"📍20% of #COVID19 infections in June were among vaccinated, @lapublichealth says, up from 11% in May, 5% in April. Most breakthroughs are mild. Just like seat belts aren’t 100%, we use them because they work. ➡️We need also masks + air ventilate/disinfect.  https://t.co/mUeQVt2tU3","['Is there such thing as a seat belt?', 'Is there such thing as a seatbelt?', 'Is there such a thing as seat belts?']"
,
"📍BREAKING &amp; BROKEN—CDC guidance on masking unchanged, even as #DeltaVariant surges, @CDCDirector Rochelle Walensky said Thursday. @RWalensky declined to say if the CDC is considering changing the guidance. ➡️History will also judge critical inactions. 🧵 https://t.co/Rx2dXtrO3x","['Is the cdc guidance on masking unchanged?', 'Does the cdc have guidance on masking unchanged?', 'Does the cdc have a guidance on masking unchanged?']"
,
@VictorianCHO Agreed- well said. And I’m sure millions of kids ultimately enjoyed freedom from these iron lung machines once they were immunized against polio. https://t.co/Isw220XlVp,"['Is there such a thing as an iron lung machine?', 'Is the iron lung machine true or false?', 'Is there such a thing as iron lung machines?']"
,
Discussing the 3 reasons behind 2nd wave of #COVID19 infection with @alokmehtaeditor . We urge you all to continue taking precautions and stay safe! https://t.co/6L9b159AmH,"['Is there such a thing as covid 19?', 'Is it possible to get covid19 infection?', 'Is there a chance of covid19 infection?']"
,
"7) if we allow the virus to keep spreading, keep mutating, keep adapting to our bodies, and if someday a new variant arises that is R0=12… then we might be toast… it’s in the epidemiology math. https://t.co/Li2U5XAw4l","['Is it possible for a virus to spread?', 'Is it possible for a virus to spread to all of us?', 'Is it true that there is a virus in the human body?']"
,
5/n Also crucial to know if vaccines reduce hospitalization or severity. Is there an inoculum dose response ? And is there a critical time post vaccine that full immunity kicks in ?,"['Is there a difference between true and false immunity?', 'Is the vaccination a true or false vaccine?', 'Is the vaccination a cure for all diseases?']"
,
#COVID19Ontario:   Daily new cases vs. test % positivity in #Ontario  Line = 7 day moving average. #COVIDー19 #onhealth https://t.co/ATFXMweNvF,"['Is there a 7 day moving average in ontario?', 'Is there a moving average for covid19 ontario?', 'Is there a moving average for ontario line?']"
,
"Covid is here to stay, but hospitalization and death from the virus are now mostly preventable. Vaccination is our most powerful tool to protect ourselves, and other measures can help too. https://t.co/tfYoU0LmJj","['Is it possible to die from covid?', 'Is it possible to get covid from the virus?', 'Is it possible to die from covid virus?']"
,
2) VENTILATION is key. Both ventilation and masks needed to reduce risk indoors. But most buildings not ventilated well enough. CO2 meters help provide a proxy for ventilation of fresh air.     https://t.co/qhz8cs0grH,"['Is it true that there is not enough ventilation in a building?', 'Is there a difference between true and false ventilation?', 'Is it true that most buildings are not ventilated properly?']"
,
"People ask why the question of COVID's origin matters at this point, since it won't impact how we address the pandemic. We already know what we need to know about how this virus behaves. But it does matter, a lot: because it impacts how we address risks of future pandemics. 1/x https://t.co/u8gUZ0uZGG","['Is the origin of covid the same as the virus?', 'Is the origin of the covid virus unknown?', 'Is it true that the covid virus originated in the united states?']"
,
"It's possible—and enormously important—to keep students in schools, even while the pandemic is going on. A layered approach to safety, including masking, is key. https://t.co/7s8RbKHw01","['Is it possible to keep students out of school?', 'Is it possible to keep students in school?', 'Is it possible to keep students in schools?']"
,
"Ontario: Daily vaccinations (1st vs. 2nd dose)  1st: 19,803💉 2nd: 146,398💉💉  #FullyVaccinated #ontariovaccine  #ThisIsOurShotCA #OurWinningShot https://t.co/pMrc5J8A2t","['Is there a difference between ontario and canada?', 'Is everyone in ontario vaccinated?', 'Is it possible to get a flu in ontario?']"
,
A California man in his early 30s who derided vaccines on Twitter and Instagram died of COVID-19 https://t.co/lam7R4JqlT,"['Is there a vaccine for polio?', 'Is there such thing as a fake vaccine?', 'Is there a vaccine for polio vaccine?']"
,
"It’s now clear that Delta spreads much more readily than initial strains of Covid. It’s at least two times as infectious. Because it causes so many more cases, more people will get very sick, and more will die.","['Is delta the same as covid?', 'Is delta and covid the same thing?', 'Is delta virus the same as covid?']"
,
"3) Any vaccine cold chain break? No. “Several BNT162b2 batch numbers were involved. Vaccine temperature had been monitored and electronically recorded by LogTag Analyzer (LogTag Recorders, https://t.co/op9JNAqciB) without any break in the cold chain.”","['Is there a break in the cold chain?', 'Does the bnt162b2 vaccine break the cold chain?', 'Is there a cold chain break in the vaccine?']"
,
“Dose donations are proving to be a good medicine for vaccine nationalism” - agree with @UNICEFSupply’s Gian Gandhi. Countries that commit to #sharedosesnow make a stand for vaccine equity and help protect the world’s most vulnerable: https://t.co/eqZD7IRxKV,"['Is sharing vaccines a good medicine for vaccine nationalism?', 'Is share doses now a good medicine for vaccine nationalism?', 'Is sharing doses now a good medicine for vaccine nationalism?']"
,
"#COVID19 Wave : 80% mild, 20% severe cases. Enough to overwhelm health systems. Almost half' of Jakarta residents have antibodies https://t.co/qvAUl9YZXj","['Is there such a thing as covid in dhaka?', 'Is there a cure for covid in dhaka?', 'Is there a cure for covid in dhaka?']"
,
"@MayoClinicINFD I would bet that, in practice (e.g. in real time in the ED or early on the wards) close to 100% would give at least a 1st dose of acyclovir/valacylovir until:    1) varicella was ruled out     and/or     2) Monkeypox was ruled in","['Is acyclovir the same as valacylovir?', 'Is acyclovir and valacylovir the same thing?', 'Is it possible to get monkeypox with acyclovir?']"
